Keyword,Title_length,Book,BookChapter,Conference,Dataset,Journal,Patent,Repository,Thesis,NULL:unknown,year,page_length,n_citation,author_num,keywords_length,keyword_in_title,keyword_in_keywords,label,title,keywords
software development,13,False,False,False,False,True,False,False,False,False,1996,0,184,3,49,True,True,1,improving speed and productivity of software development: a global survey of software developers,"[u'developpement logiciel', u'evaluation performance', u'and the united states', u'time based software development practices', u'project management', u'productivite', u'performance evaluation', u'global survey', u'software measurement', u'time measurement', u'software development speed', u'evaluacion prestacion', u'time delays', u'software management', u'software development productivity', u'delay effects', u'research and development management', u'etats unis', u'project management software engineering software development management delays human resource management', u'software engineering', u'time delay', u'empirical research software development speed software development productivity global survey software developers performance measurement time delays time based software development practices managerial actions western europe usa japan software project management software engineering global performance comparisons', u'software project management', u'technology management', u'software speed and productivity', u'management factors', u'managerial actions', u'speed', u'japon', u'desarrollo logicial', u'software development', u'western europe', u'software developers', u'genie logiciel', u'vitesse module vecteur', u'global performance comparisons', u'productivity programming software development management europe software measurement project management technology management time measurement delay effects research and development management', u'productivity', u'europe', u'performance measurement', u'usa', u'manufacturing system', u'programming', u'japan', u'human resource management', u'software development management', u'gestion logiciel', u'delays', u'empirical research']"
software development,13,False,False,False,False,False,False,False,False,False,2006,0,0,3,4,False,True,0,robustness analysis and technology forecasting: survey on a missing combination in software development,"[u'computer engineering', u'datavetenskap datalogi', u'computer science', u'datateknik']"
software development,10,False,False,True,False,False,False,False,False,False,2005,0,50,2,12,True,True,1,an on-line tutorial for collaborative problem solving and software development,"[u'software', u'theoretical framework', u'collaboration', u'learning environment', u'intelligent tutoring', u'collaborative problem solving', u'cognition', u'software development', u'collaborative software development', u'programming', u'program development', u'problem solving']"
sensor networks,7,False,False,False,False,False,False,False,False,False,2012,0,50,1,4,False,True,-1,time synchronization in wireless sensor networks：a survey,"[u'technology', u'teknik', u'datavetenskap datalogi', u'computer science']"
sensor networks,8,False,False,False,False,True,False,False,False,False,2013,0,225,5,6,False,True,-1,localization algorithms of wireless sensor networks: a survey,"[u'location accuracy', u'mobility', u'localization algorithms', u'datavetenskap datalogi', u'computer science', u'wireless sensor networks']"
sensor networks,10,False,False,True,False,False,False,False,False,False,2008,0,50,3,16,False,True,-1,a survey of available tools for developing wireless sensor networks,"[u'software tool wireless sensor network wsn development life cycle', u'software tool', u'wireless sensor networks application software navigation remote monitoring software tools educational institutions computer science computerized monitoring embedded system wireless communication', u'life cycle', u'sensors', u'telecommunication computing', u'embedded system', u'wsn development life cycle', u'wireless sensor network', u'development tool', u'navigation', u'computational modeling', u'monitoring', u'programming', u'wireless sensor networks', u'wireless sensor networks telecommunication computing']"
sensor networks,15,False,False,True,False,False,False,False,False,False,2010,0,50,2,26,False,True,-1,analysis of attack models via unified modeling language in wireless sensor networks: a survey study,"[u'standard attack models', u'security attacks analysis of attack models modeling language wireless sensor networks monitoring temperature enemy movements', u'security model', u'uml sequence diagram', u'unified modeling language wireless sensor networks routing object oriented modeling temperature sensors computerized monitoring condition monitoring computer science acoustic sensors information security', u'information security', u'routing', u'temperature sensors', u'wireless sensor networks security of data', u'standard attack models security wireless sensor networks unified modeling language', u'transport layer', u'wireless sensor network', u'computerized monitoring', u'standard model', u'research paper', u'condition monitoring', u'unified modeling language', u'repeaters', u'computer science', u'acoustic sensors', u'security', u'security of data', u'wireless sensor networks', u'object oriented modeling', u'solids', u'security protocol']"
modelling,14,False,False,True,False,False,False,False,False,False,2015,0,0,1,14,False,True,-1,tutorial: using ufo as a reference ontology in the (re-)design of enterprise modelling languages,"[u'electronic mail', u'unified foundational ontology', u'semantics', u'computational modeling', u'tutorials', u'ontologies semantics computational modeling tutorials conferences computer science electronic mail', u'specification languages corporate modelling ontologies artificial intelligence programming language semantics', u'ontologies', u'computer science', u'enterprise modelling modelling semantics ontologies unified foundational ontology', u'modelling semantics', u'conferences', u'enterprise modelling', u'organizational structure ufo reference ontology enterprise modelling language redesign enterprise architecture information system engineering diagrammatic language problem solving language domain appropriateness symbolic structure real world semantics semantic interoperability conceptual modeling language semantic clarity semantic expressiveness unified foundational ontology language revision archi mate enterprise architectural domain']"
internet,18,False,False,False,False,True,False,False,False,False,2003,0,103,3,11,True,True,-1,reasons for consulting a doctor on the internet: web survey of users of an ask the doctor service,"[u'allman medicin', u'anonyms and pseudonyms', u'information services', u'physician patient relations', u'access to information', u'internet', u'datavetenskap datalogi', u'web survey', u'family medicine', u'computer science', u'remote consultation']"
congestion control,10,False,False,False,False,False,False,False,False,False,2003,0,0,2,4,False,True,-1,a survey of tcp-friendly congestion control mechanisms for multimedia traffic,"[u'datavetenskap', u'computer science', u'telekommunikation', u'telecommunications']"
cloud,10,False,False,True,False,False,False,False,False,False,2010,0,85,2,18,False,True,0,a brief survey on the security model of cloud computing,"[u'software', u'security model', u'computer network security', u'computer network technology', u'security cloud computing clouds computational modeling computer architecture software servers', u'computer network', u'computer architecture', u'servers', u'computational modeling', u'internet', u'security problems', u'cloud services security model cloud computing computer network technology', u'clouds', u'internet computer network security', u'security model cloud computing security problems', u'cloud services', u'security', u'cloud computing']"
cloud,13,False,False,False,False,True,False,False,False,False,2011,0,1887,2,29,False,True,0,review: a survey on security issues in service delivery models of cloud computing,"[u'software', u'besoin de l utilisateur', u'user needs', u'virtualization', u'learning', u'logiciel', u'securite', u'information technology', u'necesidad usuario', u'technologie information', u'aprendizaje', u'nube', u'apprentissage', u'data privacy', u'user need', u'clouds', u'safety', u'logicial', u'computer hardware', u'nuage', u'data protection', u'tecnologia informacion', u'security', u'seguridad', u'materiel informatique', u'confidentialite donnee', u'cloud computing', u'service delivery', u'hardware']"
cloud,11,False,False,True,False,False,False,False,False,False,2015,0,0,2,12,False,True,0,tutorial: building secure and scalable private cloud infrastructure with open stack,"[u'market research', u'baremetal provisioning tools secure private cloud infrastructure scalable private cloud infrastructure organisation storage resources public cloud infrastructures cloud computing adoption security privacy data location management public agencies cloud based systems open source software openstack technologies architectural challenges technological challenges cloud systems design business mission critical systems openstack cloud software dynamically reconfigurable cloud computing infrastructure rackspace mirantis fuel devstack virtualization software kvm vmware esxi razor clonezilla rd project hypervisors', u'cloud computing infrastructure', u'tutorials', u'software architecture cloud computing data privacy public domain software', u'open stack', u'computer science', u'cloud computing buildings tutorials market research conferences computer science', u'cloud computing infrastructure cloud computing open stack', u'buildings', u'conferences', u'cloud computing']"
bioinformatics,15,False,False,False,False,False,False,False,False,False,2013,0,0,4,36,False,True,1,what is bioinformatics made from? a survey of database and software usage through full-text mining,"[u'software', u'valid science', u'sound science', u'oncology', u'publishing platform', u'publishing', u'anesthesiology', u'biology', u'ecology', u'genetics', u'null results', u'neuroscience', u'physiology', u'faculty of 1000', u'research articles', u'open data', u'f1000research', u'replication studies', u'open access', u'fast publication', u'life sciences', u'microbiology', u'infectious diseases', u'medicine', u'post publication peer review', u'emergency medicine', u'plant biology', u'health', u'science publishing', u'rapid publication', u'open science', u'open peer review', u'anaesthesiology', u'cell biology', u'immunology', u'negative results']"
framework,13,False,False,False,False,True,False,False,False,False,1997,0,50,2,26,False,True,-1,a survey of microcomputer survival analysis software: the need for an integrated framework,"[u'microordenador', u'software', u'parametric survival models', u'methode parametrique', u'software integration', u'logiciel', u'integrable model', u'metodo parametrico', u'parametric method', u'microordinateur', u'microcomputer', u'probabilidad sobrevivencia', u'survival curve', u'survival analysis', u'cox model', u'modele cox', u'logicial', u'curva sobrevivencia', u'cox proportional hazards model', u'courbe survie', u'data analysis techniques', u'proportional hazard', u'microcomputers', u'modelo cox', u'probabilite survie', u'survival probability']"
control,10,False,False,False,False,False,False,False,False,False,2003,0,0,2,4,False,True,-1,a survey of tcp-friendly congestion control mechanisms for multimedia traffic,"[u'datavetenskap', u'computer science', u'telekommunikation', u'telecommunications']"
control,10,False,False,True,False,False,False,False,False,False,2012,0,50,16,8,False,True,0,"operation, control, and data system for antarctic survey telescope (ast3)","[u'databases', u'software', u'satellite communications', u'astronomy astrophysics', u'telescopes', u'data storage', u'computing systems', u'computer hardware']"
model,7,False,False,True,False,False,False,False,False,False,2011,0,50,2,19,False,True,-1,security in model driven development: a survey,"[u'analytical models', u'software', u'mda', u'survey mdd mda security', u'software engineering security of data', u'software engineering', u'model driven development', u'software development model driven development security', u'business', u'unified modeling language', u'unified modeling language business programming access control analytical models software', u'access control', u'security', u'survey', u'programming', u'mdd', u'security of data', u'analytical model', u'chapter']"
model,6,False,False,True,False,False,False,False,False,False,2009,0,51,4,32,False,True,-1,a survey of model-driven testing techniques,"[u'software', u'software testing', u'tool support', u'software quality assurance', u'software maintenance', u'software quality assurance software testing model driven software engineering test case generation', u'software systems', u'testing', u'data mining', u'software engineering', u'modeling language', u'automatic generation', u'model driven development', u'model driven testing techniques', u'graphical user interfaces', u'test case generation', u'program testing', u'tool support model driven testing techniques software development software maintenance product quality modeling language system design artifacts test case generation', u'system design', u'business', u'software development', u'unified modeling language', u'model based testing', u'software tools program testing software maintenance software quality', u'software tools', u'time to market', u'product quality', u'software testing system testing programming automatic testing unified modeling language software maintenance software quality software systems time to market software engineering', u'model driven software engineering', u'software quality', u'java', u'system design artifacts']"
model,10,False,False,True,False,False,False,False,False,False,2010,0,85,2,18,False,True,-1,a brief survey on the security model of cloud computing,"[u'software', u'security model', u'computer network security', u'computer network technology', u'security cloud computing clouds computational modeling computer architecture software servers', u'computer network', u'computer architecture', u'servers', u'computational modeling', u'internet', u'security problems', u'cloud services security model cloud computing computer network technology', u'clouds', u'internet computer network security', u'security model cloud computing security problems', u'cloud services', u'security', u'cloud computing']"
model,9,False,False,False,False,True,False,False,False,False,1987,0,0,2,28,False,True,-1,survey paper: a descriptive model of capital plant replacement,"[u'forecasting', u'reliability', u'project management', u'information systems', u'maintenance', u'soft or', u'information technology', u'packing', u'operations research', u'location', u'investment', u'journal', u'journal of the operational research society', u'inventory', u'purchasing', u'history of or', u'logistics', u'marketing', u'scheduling', u'production', u'communications technology', u'computer science', u'operational research', u'applications of operational research', u'or society', u'jors', u'management science', u'infrastructure']"
model,13,False,False,False,False,False,False,False,False,False,2011,0,50,2,20,False,True,-1,state-of-the-art model driven game development: a survey of technological solutions for game-based learning,"[u't technology general', u'information technology', u'computer uses in education', u'l education general', u'instructional design', u'open source technology', u'educational games', u'state of the art reviews', u'teacher developed materials', u'game based', u'computer software', u'educational technology', u'computer games', u'computer software selection', u'computer interfaces', u'programming', u'teaching methods', u'programming languages', u'surveys', u'qa76 computer software']"
middleware,5,False,False,True,False,False,False,False,False,False,2008,0,142,3,25,True,True,0,middleware for robotics: a survey,"[u'application development', u'software', u'distributed system', u'robot sensing systems', u'service provider', u'middleware services', u'robot programming control engineering computing middleware', u'robot system integration', u'middleware robot sensing systems medical robotics orbital robotics mobile robots sensor arrays space technology robot vision systems mechatronics wireless communication', u'actuators', u'mobile robots', u'robotics', u'networked robotic devices', u'wireless communication', u'technological progress', u'system integration', u'robots', u'computing systems', u'middleware', u'control engineering computing', u'robot system integration robots middleware', u'mechatronics', u'networked robotic devices middleware services robotics mechatronics computing systems wireless communication distributed system', u'robot programming', u'hardware']"
peer-to-peer,10,False,False,True,False,False,False,False,False,False,2005,0,126,5,22,False,True,1,a survey of peer-to-peer storage techniques for distributed file systems,"[u'p2p system', u'fault tolerant', u'application software', u'availability', u'computer architecture', u'fault tolerant systems', u'file system', u'fault tolerance', u'distributed databases', u'fault tolerance peer to peer storage techniques distributed file systems', u'distributed file system', u'scalability', u'computer science', u'peer to peer computing', u'peer to peer', u'peer to peer storage techniques', u'peer to peer computing file systems fault tolerant systems availability computer architecture buildings application software computer science scalability large scale systems', u'buildings', u'distributed file systems', u'file systems', u'large scale systems', u'fault tolerance peer to peer computing distributed databases']"
smartphone,8,False,False,False,False,True,False,False,False,False,2014,0,61,3,36,True,True,1,smartphone malware and its propagation modeling: a survey,"[u'defense', u'software', u'smartphone malware propagation modeling', u'mobile malware evolution', u'technology', u'mobile malware', u'propagation models', u'smart phones', u'discrete time', u'trojan horses', u'malware writers', u'mathematical theory', u'legitimate users', u'simulator', u'infection vectors', u'science technology', u'dynamics', u'grippers', u'mobile communication grippers trojan horses mobile handsets software bluetooth', u'simulator smartphone mobile malware propagation modeling', u'mobile communication', u'mobile handsets', u'worm propagation', u'ad hoc networks', u'invasive software', u'bluetooth', u'bluetooth worms', u'computer science', u'computer science information systems', u'smartphone', u'mobile computing', u'cellular automata', u'epidemics', u'sir', u'propagation modeling', u'telecommunications']"
smartphone,8,False,False,False,False,False,False,False,False,False,2011,0,50,3,2,False,True,-1,exploiting smartphone sensors for indoor positioning: a survey,"[u'indoor positioning localization', u'computer science']"
database,15,False,False,False,False,False,False,False,False,False,2013,0,0,4,36,False,True,-1,what is bioinformatics made from? a survey of database and software usage through full-text mining,"[u'software', u'valid science', u'sound science', u'oncology', u'publishing platform', u'publishing', u'anesthesiology', u'biology', u'ecology', u'genetics', u'null results', u'neuroscience', u'physiology', u'faculty of 1000', u'research articles', u'open data', u'f1000research', u'replication studies', u'open access', u'fast publication', u'life sciences', u'microbiology', u'infectious diseases', u'medicine', u'post publication peer review', u'emergency medicine', u'plant biology', u'health', u'science publishing', u'rapid publication', u'open science', u'open peer review', u'anaesthesiology', u'cell biology', u'immunology', u'negative results']"
database,15,False,False,False,False,True,False,False,False,False,2016,0,0,1,5,False,True,1,role of database management systems in selected engineering institutions of andhra pradesh: an analytical survey,"[u'databases', u'software', u'skills', u'backup', u'hardware']"
database,20,False,False,False,False,False,False,False,False,False,2000,0,0,2,4,True,True,-1,"the national well and hydrology database of the geological survey of japan, and its handling software ""well-king dictionary""(in japanese, idojibiki)","[u'groundwater information', u'software', u'well information', u'database']"
planning,9,False,False,False,False,True,False,False,False,False,1983,0,91,1,28,False,True,-1,a survey of manpower planning models and their application,"[u'forecasting', u'reliability', u'project management', u'information systems', u'maintenance', u'soft or', u'information technology', u'packing', u'operations research', u'location', u'investment', u'journal', u'journal of the operational research society', u'inventory', u'purchasing', u'history of or', u'logistics', u'marketing', u'scheduling', u'production', u'communications technology', u'computer science', u'operational research', u'applications of operational research', u'or society', u'jors', u'management science', u'infrastructure']"
mobile,12,False,False,False,False,False,False,False,False,False,2009,0,50,2,5,False,True,-1,thinking ahead in mobile learning projects : a survey on risk assessment,"[u'annan data och informationsvetenskap', u'datavetenskap datalogi', u'datavetenskap', u'computer science', u'other computer and information science']"
mobile,14,False,False,False,False,True,False,False,False,False,2013,0,0,3,7,False,True,-1,an auxiliary system design for the od survey of residents based on mobile facility,"[u'software', u'transportation modes', u'trip purpose', u'origin and destination', u'mobile telephones', u'trip distribution', u'travel surveys']"
grid,18,False,False,False,False,False,False,False,False,False,2006,0,0,1,11,False,True,-1,the case for transforming the geological survey knowledge system: where digital geoscience spatial models meet the semantic grid*,"[u'semantic representation', u'service orientation', u'data and information', u'earth sciences', u'it value', u'knowledge systems', u'computer science', u'markup language', u'semantic grid', u'spatial model', u'structured data']"
risk management,11,False,False,True,False,False,False,False,False,False,2008,0,50,5,18,True,True,1,risks and risk management in software architecture evolution: an industrial survey,"[u'software', u'software maintenance', u'structured evaluation', u'dp industry', u'risk management', u'maintenance engineering', u'software architecture evaluation software architecture software evolution risk management', u'software industry risk management software architecture evolution structured evaluation', u'evolution biology', u'computer architecture', u'software architecture', u'risk management software architecture computer industry computer architecture software systems software performance software maintenance software engineering open source software information science', u'software evolution', u'software maintenance dp industry risk management software architecture', u'software industry', u'software architecture evaluation', u'planning', u'software architecture evolution']"
knowledge,8,False,False,False,False,True,False,False,False,False,2014,0,50,3,10,False,True,1,"knowledge engineering: survey of methodologies, techniques and tools","[u'software', u'portals', u'techniques knowledge engineering knowledge management methodologies survey', u'ke knowledge engineering knowledge based systems', u'computational modeling', u'internet', u'unified modeling language', u'computational modeling unified modeling language software knowledge engineering portals internet knowledge based systems', u'knowledge based systems', u'knowledge engineering']"
knowledge,18,False,False,False,False,False,False,False,False,False,2006,0,0,1,11,False,True,-1,the case for transforming the geological survey knowledge system: where digital geoscience spatial models meet the semantic grid*,"[u'semantic representation', u'service orientation', u'data and information', u'earth sciences', u'it value', u'knowledge systems', u'computer science', u'markup language', u'semantic grid', u'spatial model', u'structured data']"
validation,20,False,False,False,False,False,False,False,False,False,2011,0,0,4,36,False,True,-1,translation and linguistic validation of the pain in europe survey questionnaire of chronic pain for use in a libyan population,"[u'software', u'valid science', u'sound science', u'oncology', u'publishing platform', u'publishing', u'anesthesiology', u'biology', u'ecology', u'genetics', u'null results', u'neuroscience', u'physiology', u'faculty of 1000', u'research articles', u'open data', u'f1000research', u'replication studies', u'open access', u'fast publication', u'life sciences', u'microbiology', u'infectious diseases', u'medicine', u'post publication peer review', u'emergency medicine', u'plant biology', u'health', u'science publishing', u'rapid publication', u'open science', u'open peer review', u'anaesthesiology', u'cell biology', u'immunology', u'negative results']"
validation,8,False,False,False,False,True,False,False,False,False,1981,0,50,1,10,False,True,1,tutorial series 7 software project verification and validation,"[u'software testing', u'performance evaluation', u'automatic testing', u'software systems', u'tutorials software testing automatic testing software performance programming life testing performance evaluation software systems', u'software performance', u'tutorials', u'life testing', u'verification and validation', u'programming']"
measurement,9,False,False,True,False,False,False,False,False,False,2011,0,50,2,20,True,True,0,a survey of current measurement methods for egovernment user-satisfaction,"[u'software', u'manuals', u'current measurement europe manuals maintenance engineering software educational institutions communities', u'measurement', u'software vendors egovernment user satisfaction measurement methods established relevant standards open maintenance process', u'software maintenance', u'dp industry', u'maintenance engineering', u'social aspects of automation', u'good practice', u'current measurement', u'egovmonet', u'software maintenance dp industry public administration social aspects of automation', u'europe', u'communities', u'user satisfaction egovmonet egovernment measurement', u'survey methods', u'user satisfaction', u'egovernment', u'public administration']"
assessment,7,False,False,False,False,True,False,False,False,False,1991,0,130,2,57,True,True,-1,synthesis of communication protocols: survey and assessment,"[u'error recovery patterns', u'distributed system', u'synchronous mode of behavior', u'protocols', u'error recovery', u'systeme reparti', u'design process', u'metodologia', u'synthese', u'protocole transmission', u'service orientation', u'estudio comparativo', u'sistema informatico', u'reseau ordinateur', u'protocol design', u'conception', u'communication protocols synthesis', u'transmission message', u'computer system', u'interactive method', u'indexing terms', u'error recovery patterns communication protocols synthesis survey assessment interactive methods design process synchronous mode of behavior communicating entities semantic correctness', u'methodologie', u'message transmission', u'synthesis', u'sintesis', u'interactive methods', u'computer network', u'etude comparative', u'error analysis', u'communication effectiveness', u'protocolo transmision', u'access protocols computer science communication effectiveness context aware services context modeling design methodology performance analysis error analysis error correction', u'sistema repartido', u'error correction', u'comparative study', u'performance analysis', u'communicating entities', u'red ordenador', u'diseno', u'access protocols', u'communication protocol', u'design', u'systeme informatique', u'computer science', u'methodology', u'semantic correctness', u'survey', u'context modeling', u'communication pattern', u'assessment', u'communication service', u'transmision mensaje', u'design methodology', u'context aware services', u'transmission protocol', u'no reference']"
assessment,12,False,False,False,False,False,False,False,False,False,2009,0,50,2,5,False,True,-1,thinking ahead in mobile learning projects : a survey on risk assessment,"[u'annan data och informationsvetenskap', u'datavetenskap datalogi', u'datavetenskap', u'computer science', u'other computer and information science']"
technology,8,False,False,True,False,False,False,False,False,False,2010,0,50,3,29,False,True,-1,a survey on the development of multi-touch technology,"[u'computers', u'diffused illumination', u'software', u'di multi touch senor computer vision ftir', u'touch sensitive screens computer vision human computer interaction', u'touch point detection', u'mice', u'sensor systems', u'di', u'human computer interaction', u'touch sensitive screens', u'ftir', u'wearable computers', u'multitouch technology', u'home appliances', u'computer vision', u'senor', u'graphical user interfaces', u'multi touch', u'computer vision graphical user interfaces fingers computer displays sensor systems wearable computers mice costs optical sensors home appliances', u'computer displays', u'fingers', u'optical sensors', u'senor multitouch technology human computer interaction computer vision touch point detection touch point tracking frustrated total internal reflection diffused illumination', u'touch point tracking', u'user interfaces', u'reflection', u'cameras', u'frustrated total internal reflection']"
technology,6,False,False,True,False,False,False,False,False,False,2014,0,50,2,8,False,True,-1,technology survey on video face tracking,"[u'databases', u'software', u'algorithm development', u'schools and universities', u'analytics', u'facial recognition systems', u'video', u'cameras']"
technology,10,False,False,True,False,False,False,False,False,False,2009,0,50,1,25,False,True,-1,application of 3s technology to the updating survey of land,"[u'3s technology', u'updating investigation 3s technology land survey', u'base stations', u'urban planning', u'geographic information system', u'updating investigation', u'resource manager', u'global position system', u'data mining', u'3s technology application', u'surveying geographic information systems global positioning system land use planning remote sensing', u'receivers', u'landscape construction', u'accuracy', u'landscape construction 3s technology application land survey computer science remote sensing global positioning system geographic information system land management resources management urban planning', u'surveying', u'global positioning system', u'geographic information systems', u'remote sensing', u'global positioning system remote sensing geographic information systems spatial databases application software computer science partial response channels resource management urban planning image databases', u'resources management', u'computer science', u'land survey', u'land management', u'land use planning']"
technology,11,False,False,True,False,False,False,False,False,False,2010,0,0,7,27,False,True,-1,a survey on multimedia communicating technology based on spatial audio coding,"[u'multimedia communication audio coding bit rate auditory system computer science usa councils computer networks testing transform coding application software', u'audio communication multimedia processing binaural cues spatial audio coding mpeg surround', u'multimedia communication audio coding', u'application software', u'audio communication', u'auditory system', u'testing', u'multimedia processing', u'usa councils', u'transform coding', u'bit rate', u'computer networks', u'emerging technology', u'multimedia communicating technology', u'audio coding', u'visualization', u'binaural cues', u'multimedia communication', u'transforms', u'mpeg surround', u'binaural cue coding', u'computer science', u'cumulant', u'mpeg surround multimedia communicating technology spatial audio coding binaural cue coding', u'multimedia services', u'spatial audio', u'spatial audio coding']"
technology,13,False,False,False,False,False,False,False,False,False,2006,0,0,3,4,False,True,-1,robustness analysis and technology forecasting: survey on a missing combination in software development,"[u'computer engineering', u'datavetenskap datalogi', u'computer science', u'datateknik']"
technology,14,False,False,True,False,False,False,False,False,False,2004,0,0,3,13,False,True,-1,the coming of age of reconfigurable computing-potentials and challenges of a new technology [tutorial],"[u'silicon', u'new technology', u'reconfigurable computing', u'application software', u'processor scheduling', u'testing', u'computer architecture', u'multimedia communication', u'tutorial fault diagnosis hardware application software multimedia communication silicon testing computer architecture processor scheduling programming', u'programming', u'fault diagnosis', u'hardware', u'tutorial']"
forecasting,11,False,False,False,False,True,False,False,False,False,2003,0,50,4,36,True,True,0,a first approach to e‐forecasting: a survey of forecasting web services,"[u'site web', u'software', u'forecasting', u'programa', u'commerce electronique', u'gestion entreprise', u'prevision', u'electronic commerce', u'comercio electronico', u'red www', u'logiciel', u'avantage competitif', u'reseau web', u'firm management', u'web service', u'business environment', u'enquete', u'planificacion', u'internet', u'business development', u'software package', u'world wide web', u'administracion empresa', u'planning', u'computer software', u'encuesta', u'information system', u'sitio web', u'planification', u'survey', u'off the shelf', u'systeme information', u'web site', u'electronic trade', u'competitive advantage', u'sistema informacion']"
forecasting,13,False,False,False,False,False,False,False,False,False,2006,0,0,3,4,False,True,-1,robustness analysis and technology forecasting: survey on a missing combination in software development,"[u'computer engineering', u'datavetenskap datalogi', u'computer science', u'datateknik']"
testing,6,False,False,True,False,False,False,False,False,False,2009,0,51,4,32,True,True,0,a survey of model-driven testing techniques,"[u'software', u'software testing', u'tool support', u'software quality assurance', u'software maintenance', u'software quality assurance software testing model driven software engineering test case generation', u'software systems', u'testing', u'data mining', u'software engineering', u'modeling language', u'automatic generation', u'model driven development', u'model driven testing techniques', u'graphical user interfaces', u'test case generation', u'program testing', u'tool support model driven testing techniques software development software maintenance product quality modeling language system design artifacts test case generation', u'system design', u'business', u'software development', u'unified modeling language', u'model based testing', u'software tools program testing software maintenance software quality', u'software tools', u'time to market', u'product quality', u'software testing system testing programming automatic testing unified modeling language software maintenance software quality software systems time to market software engineering', u'model driven software engineering', u'software quality', u'java', u'system design artifacts']"
testing,11,False,False,True,False,False,False,False,False,False,2014,0,50,2,16,True,True,0,an orchestrated survey of available algorithms and tools for combinatorial testing,"[u'software', u'protocols', u'program testing combinatorial mathematics', u'covering arrays', u'testing', u'ct algorithm orchestrated survey algorithms combinatorial testing functional testing software systems combinatorics combinatorial objects covering arrays combinatorial test suite test suite generation technique', u'testing partitioning algorithms classification algorithms algorithm design and analysis software algorithms protocols software', u'category partition', u'combinatorial testing', u'category partition combinatorial testing covering arrays strength of testing algorithms', u'classification algorithms', u'software algorithms', u'algorithms', u'strength of testing', u'algorithm design and analysis', u'partitioning algorithms']"
testing,21,False,False,False,False,True,False,False,False,False,1983,0,50,2,12,False,True,-1,mini-computer programs for bioequivalence testing of pharmaceutical drug formulations in two-way cross-over studies. including a survey of current parametric evaluation techniques.,"[u'computers', u'software', u'computer program', u'uncoupling agents', u'probability', u'therapeutic equivalency', u'tablets', u'bepridil', u'minicomputers', u'analysis of variance', u'pyrrolidines', u'chemistry pharmaceutical']"
open source software,7,False,False,False,False,True,False,False,False,False,2011,0,50,4,20,True,True,1,a survey on open source software trustworthiness,"[u'software', u'security of data public domain software', u'reliability', u'external software qualities', u'pragmatic software engineering open source software trustworthiness internal software qualities external software qualities', u'companies', u'software engineering', u'trustworthiness', u'public domain software', u'pragmatic software engineering', u'licenses', u'interviews', u'economics', u'internal software qualities', u'open source software software reliability reliability software engineering', u'security of data', u'software quality', u'open source software', u'surveys', u'open source software users open source software trustworthiness software companies']"
sensors,8,False,False,False,False,False,False,False,False,False,2011,0,50,3,2,False,True,-1,exploiting smartphone sensors for indoor positioning: a survey,"[u'indoor positioning localization', u'computer science']"
evolution,11,False,False,True,False,False,False,False,False,False,2008,0,50,5,18,False,True,-1,risks and risk management in software architecture evolution: an industrial survey,"[u'software', u'software maintenance', u'structured evaluation', u'dp industry', u'risk management', u'maintenance engineering', u'software architecture evaluation software architecture software evolution risk management', u'software industry risk management software architecture evolution structured evaluation', u'evolution biology', u'computer architecture', u'software architecture', u'risk management software architecture computer industry computer architecture software systems software performance software maintenance software engineering open source software information science', u'software evolution', u'software maintenance dp industry risk management software architecture', u'software industry', u'software architecture evaluation', u'planning', u'software architecture evolution']"
training,15,True,False,False,False,False,False,False,False,False,2003,0,50,1,40,False,True,-1,the international finance corporation's mba survey: how developing country firms rate local business school training,"[u'schools', u'business education', u'universities', u'learning', u'business students', u'curricula', u'computer skills', u'work experience', u'language skills', u'degrees', u'literacy', u'teaching and learning', u'attention', u'satisfiability', u'science teaching', u'career', u'communication skill', u'curriculum', u'graduate degrees', u'business school', u'tertiary education', u'developing country', u'business schools', u'international finance corporation', u'communication skills', u'intelligence', u'perception', u'south asian', u'primary education', u'educational sciences', u'ability', u'ict policy and strategies', u'latin american', u'communication', u'programs', u'programming', u'transition countries', u'teaching', u'technical training', u'graduate education']"
open source,7,False,False,False,False,True,False,False,False,False,2011,0,50,4,20,False,True,-1,a survey on open source software trustworthiness,"[u'software', u'security of data public domain software', u'reliability', u'external software qualities', u'pragmatic software engineering open source software trustworthiness internal software qualities external software qualities', u'companies', u'software engineering', u'trustworthiness', u'public domain software', u'pragmatic software engineering', u'licenses', u'interviews', u'economics', u'internal software qualities', u'open source software software reliability reliability software engineering', u'security of data', u'software quality', u'open source software', u'surveys', u'open source software users open source software trustworthiness software companies']"
open source,10,False,False,False,False,False,False,False,False,False,2007,0,50,1,3,False,True,-1,open source sip application servers for ims applications: a survey,"[u'teknik', u'datavetenskap datalogi', u'computer science']"
ict,6,False,False,True,False,False,False,False,False,False,2015,0,0,3,10,False,True,-1,survey on supply chain ict requirments,"[u'software', u'wi fi supply chain ict rfid wsn gsm gprs umts', u'procurement', u'supply chain management logistics', u'planning procurement wireless sensor networks production planning transportation software', u'information access supply chain lct requirement supply chain performance logistical system supply chain management', u'transportation', u'production planning', u'planning', u'wireless sensor networks']"
