keyword,id,result_order,year,HTML,Text,pdf,DOC,other_type,book,edu,org,com,other_domain,exact_keyword_title,all_word,citation#,title_length,occurences_title,colon,doc,survey,tutorial,review,position_k,position_d,label,title,src
virtual machine,2045287414,2,2011,False,False,False,False,False,False,False,False,False,False,False,False,3545,130,0,True,False,False,False,False,0.0,0.0,1,CloudSim: a toolkit for modeling and simulation of cloud computing environments and evaluation of resource provisioning algorithms,http://dx.doi.org/10.1002/spe.995
virtual machine,1997269120,3,2005,False,False,True,False,False,False,False,False,False,False,True,False,2737,34,2,False,False,False,False,False,0.6,0.0,1,Live migration of virtual machines,http://web.eecs.umich.edu/~prabal/teaching/eecs582-w13/readings/clark05migration.pdf
virtual machine,2140919237,4,2009,False,False,False,False,False,False,False,False,False,False,False,False,1688,49,0,False,False,False,False,False,0.0,0.0,0,The Eucalyptus Open-Source Cloud-Computing System,http://dx.doi.org/10.1109/CCGRID.2009.93
virtual machine,2146840150,5,2008,False,False,False,False,False,False,False,False,False,False,False,False,1824,108,0,True,False,False,False,False,0.0,0.0,-1,"Market-Oriented Cloud Computing: Vision, Hype, and Reality for Delivering IT Services as Computing Utilities",http://dblp.uni-trier.de/db/journals/corr/corr0808.html#abs-0808-3558
information system,1977367431,1,2009,False,False,True,False,False,False,False,False,False,False,False,False,4798,112,0,True,False,False,False,False,0.0,0.0,1,"Cloud computing and emerging IT platforms: Vision, hype, and reality for delivering computing as the 5th utility",http://cloud.pubs.dbs.uni-leipzig.de/sites/cloud.pubs.dbs.uni-leipzig.de/files/Brandic2008CloudcomputingandemergingITplatformsVisionhypeand.pdf
information system,2136451344,2,2004,False,False,True,False,False,False,False,False,False,False,True,False,7870,46,2,False,False,False,False,False,0.5,0.0,0,Design science in information systems research,http://shawndra.pbworks.com/f/Design+Science+Research+in+Information+Systems.pdf
information system,2022166150,3,2007,False,False,False,False,False,False,False,False,False,False,False,False,2998,34,0,True,False,False,False,False,0.0,0.0,0,Yago: a core of semantic knowledge,http://wwwconference.org/www2007/papers/paper391.pdf
information system,1721421031,4,2003,False,False,True,False,False,False,False,False,False,False,False,False,6915,77,0,True,False,False,False,False,0.0,0.0,-1,The DeLone and McLean Model of Information Systems Success: A Ten-Year Update,http://surejpjohn.com/website/wp-content/uploads/2011/08/DeloneMcLean-TenYearUpdate-No.-81.pdf
information system,2136922540,5,2007,True,False,False,False,False,False,False,False,False,False,False,False,3368,70,0,False,False,False,False,False,0.0,0.0,0,A Design Science Research Methodology for Information Systems Research,http://sites.cgu.edu/chatterjees/files/2013/07/jmis-article.pdf
knowledge management,3041066203,1,2017,True,False,False,False,False,True,False,False,False,False,False,True,2164,51,2,False,False,False,False,False,0.7222222222222222,0.0,1,A Guide to the project management body of knowledge,http://196.189.45.87/handle/123456789/40050
knowledge management,2302501749,2,2016,False,False,False,False,False,False,False,False,False,False,False,False,3929,74,1,False,False,False,False,False,0.7,0.0,1,The FAIR Guiding Principles for scientific data management and stewardship,http://arrow.tudublin.ie/dataguide/2/
knowledge management,3121633574,3,2003,True,False,False,False,False,False,False,False,False,False,False,False,67,64,0,True,False,False,False,False,0.0,0.0,-1,User Acceptance of Information Technology: Toward a Unified View,https://autopapers.ssrn.com/sol3/papers.cfm?abstract_id=3375136
knowledge management,2944434778,4,2019,False,False,False,False,False,False,False,False,False,False,False,False,2944,89,0,True,False,False,False,False,0.0,0.0,1,The REDCap consortium: Building an international community of software platform partners.,http://pubmed.ncbi.nlm.nih.gov/31078660/
social networks,2953060200,1,2012,False,False,True,False,False,False,False,False,False,False,False,False,25,81,0,True,False,False,False,False,0.0,0.0,1,"Internet of Things (IoT): A Vision, Architectural Elements, and Future Directions",https://arxiv.org/pdf/1207.0203.pdf
social networks,2134172592,2,2010,False,False,False,False,False,False,False,False,False,False,False,False,343,58,0,True,False,False,False,False,0.0,0.0,1,"Social network sites: definition, history, and scholarship",http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5559139
social networks,1985749074,3,2007,False,False,False,False,False,False,False,False,False,False,False,False,10844,58,0,True,False,False,False,False,0.0,0.0,0,"Social Network Sites: Definition, History, and Scholarship",http://onlinelibrary.wiley.com/doi/full/10.1111/j.1083-6101.2007.00393.x
social networks,2101196063,4,2010,False,False,False,False,False,False,False,False,False,False,False,False,5351,50,1,False,False,False,False,False,0.4,0.0,1,"What is Twitter, a social network or a news media?",http://doi.org/10.1145/1772690.1772751
intrusion detection,2099940443,1,2009,False,False,False,False,False,False,False,False,False,False,False,False,1939,46,0,False,False,False,False,False,0.0,0.0,1,A detailed analysis of the KDD CUP 99 data set,http://dx.doi.org/10.1109/CISDA.2009.5356528
intrusion detection,2342408547,2,2016,True,False,False,False,False,False,False,False,False,False,False,False,1131,91,0,False,False,False,False,False,0.0,0.0,1,A Survey of Data Mining and Machine Learning Methods for Cyber Security Intrusion Detection,https://dblp.uni-trier.de/db/journals/comsur/comsur18.html#BuczakG16
intrusion detection,1674877186,3,1999,False,False,False,False,False,False,False,False,False,False,False,False,2947,52,0,False,False,False,False,False,0.0,0.0,-1,Snort - Lightweight Intrusion Detection for Networks,http://dblp.uni-trier.de/db/conf/lisa/lisa1999.html#Roesch99
intrusion detection,2789828921,4,2018,False,False,False,False,False,False,False,False,False,False,False,False,712,90,0,False,False,False,False,False,0.0,0.0,1,Toward Generating a New Intrusion Detection Dataset and Intrusion Traffic Characterization,https://doi.org/10.5220/0006639801080116
intrusion detection,2144679084,5,1995,True,False,False,False,False,False,False,False,False,False,False,False,1885,49,0,True,False,False,False,False,0.0,0.0,-1,Query by image and video content: the QBIC system,https://ci.nii.ac.jp/naid/80008540711
local search,2168081761,1,2008,False,False,False,False,False,False,False,False,False,False,False,False,2514,31,0,False,False,False,False,False,0.0,0.0,1,Biogeography-Based Optimization,http://dx.doi.org/10.1109/TEVC.2008.919004
local search,60686164,2,2011,False,False,True,False,False,False,False,False,False,False,False,False,1483,71,0,False,False,False,False,False,0.0,0.0,1,Sequential model-based optimization for general algorithm configuration,http://aad.informatik.uni-freiburg.de/papers/11-LION5-SMAC-slides.pdf
local search,2950146533,3,2013,False,False,True,False,False,False,False,False,False,False,False,False,4,77,0,True,False,False,False,False,0.0,0.0,1,Learning Bayesian Networks: The Combination of Knowledge and Statistical Data,https://arxiv.org/pdf/1302.6815
local search,2003890325,4,2013,False,False,False,False,False,False,False,False,False,False,False,False,1125,91,1,True,False,False,False,False,0.0909090909090909,0.0,1,Cuckoo search algorithm: a metaheuristic approach to solve structural optimization problems,http://dx.doi.org/10.1007/s00366-011-0241-y
pattern recognition,2949650786,1,2015,False,False,True,False,False,False,False,False,False,False,False,False,3524,44,0,False,False,False,False,False,0.0,0.0,1,Deep Residual Learning for Image Recognition,https://arxiv.org/pdf/1512.03385.pdf
pattern recognition,2618530766,2,2017,False,False,False,False,False,False,False,False,False,False,False,False,8997,63,0,False,False,False,False,False,0.0,0.0,1,ImageNet classification with deep convolutional neural networks,https://dl.acm.org/citation.cfm?id=3098997.3065386
pattern recognition,2163605009,3,2012,False,False,False,False,False,False,False,False,False,False,False,False,47067,63,0,False,False,False,False,False,0.0,0.0,1,ImageNet Classification with Deep Convolutional Neural Networks,http://papers.nips.cc/paper/4824-imagenet-classification-with-deep-convolutional-neural-networks?source=your_stories_page---------------------------
pattern recognition,2953106684,4,2015,False,False,True,False,False,False,False,False,False,False,False,False,4344,78,0,True,False,False,False,False,0.0,0.0,1,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,http://export.arxiv.org/pdf/1506.01497
modal logic,2610670723,1,2001,False,False,False,False,False,True,False,False,False,False,False,False,2689,11,1,False,False,False,False,False,0.5,0.0,-1,Modal logic,https://dl.acm.org/citation.cfm?id=381193
modal logic,657137669,2,2008,False,False,True,False,False,True,False,False,False,False,False,False,822,28,0,False,False,False,False,False,0.0,0.0,0,The Philosophy of Philosophy,https://www.spiritual-minds.com/religion/philosophy/The%20Philosophy%20of%20Philosophy%20(The%20Blackwell-Brown%20Lectures%20in%20Philosophy).pdf
modal logic,1670748022,3,2001,False,False,False,False,False,False,False,False,False,False,False,False,872,24,0,False,False,False,False,False,0.0,0.0,-1,RACER System Description,http://dx.doi.org/10.1007/3-540-45744-5_59
modal logic,1526348167,4,2013,True,False,False,False,False,True,False,False,False,False,False,False,304,26,0,False,False,False,False,False,0.0,0.0,1,Modal Logic as Metaphysics,http://ci.nii.ac.jp/ncid/BB18737047
modal logic,2043468053,5,2001,False,False,True,False,False,False,False,False,False,False,False,False,399,47,0,False,False,False,False,False,0.0,0.0,-1,Explicit Provability and Constructive Semantics,https://logic.uconn.edu/wp-content/uploads/sites/508/2014/01/Milnikel2.pdf
bayesian network,2147880316,1,2001,False,False,True,False,False,False,False,False,False,False,False,False,11688,89,0,True,False,False,False,False,0.0,0.0,-1,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data,http://cseweb.ucsd.edu/~elkan/254spring02/joedrish.pdf
bayesian network,1511986666,2,2009,False,False,False,False,False,True,False,False,False,False,False,False,4633,58,0,True,False,False,False,False,0.0,0.0,1,Probabilistic graphical models : principles and techniques,http://mitp-web2.mit.edu/sites/default/files/titles/content/9780262013192_sch_0001.pdf
bayesian network,2137813581,3,2001,False,False,False,False,False,False,False,False,False,False,False,False,5717,43,0,False,False,False,False,False,0.0,0.0,-1,Factor graphs and the sum-product algorithm,http://dx.doi.org/10.1109/18.910572
bayesian network,2950332743,4,2013,False,False,True,False,False,False,False,False,False,False,False,False,52,71,0,False,False,False,False,False,0.0,0.0,1,Empirical Analysis of Predictive Algorithms for Collaborative Filtering,https://arxiv.org/pdf/1301.7363
anomaly detection,2154851992,1,2014,False,False,True,False,False,False,False,False,False,False,False,False,737,51,0,True,False,False,False,False,0.0,0.0,1,DeepWalk: Online Learning of Social Representations,https://arxiv.org/pdf/1403.6652v2
anomaly detection,2122646361,2,2009,False,False,True,False,False,False,False,False,False,False,False,False,6652,27,1,True,False,True,False,False,0.0,0.75,1,Anomaly detection: A survey,http://cucis.ece.northwestern.edu/projects/DMS/publications/AnomalyDetection.pdf
anomaly detection,1997201895,3,2013,False,False,False,False,False,False,False,False,False,False,False,False,2198,65,0,False,False,False,False,False,0.0,0.0,1,Robust Recovery of Subspace Structures by Low-Rank Representation,http://dblp.uni-trier.de/db/journals/corr/corr1010.html#abs-1010-2955
anomaly detection,2099940443,4,2009,False,False,False,False,False,False,False,False,False,False,False,False,1939,46,0,False,False,False,False,False,0.0,0.0,-1,A detailed analysis of the KDD CUP 99 data set,http://dx.doi.org/10.1109/CISDA.2009.5356528
energy efficiency,2054692642,1,2014,False,False,False,False,False,False,False,False,False,False,False,False,5663,15,0,False,False,False,False,False,0.0,0.0,1,What Will 5G Be,http://dblp.uni-trier.de/db/journals/jsac/jsac32.html#AndrewsBCHLSZ14
energy efficiency,2106335692,2,2000,False,False,False,False,False,False,False,False,False,False,False,False,11902,73,0,False,False,False,False,False,0.0,0.0,-1,Energy-efficient communication protocol for wireless microsensor networks,http://dx.doi.org/10.1109/HICSS.2000.926982
energy efficiency,2141682101,3,2014,False,False,False,False,False,False,False,False,False,False,False,False,4672,49,0,False,False,False,False,False,0.0,0.0,1,Massive MIMO for next generation wireless systems,http://dblp.uni-trier.de/db/journals/cm/cm52.html#LarssonETM14
energy efficiency,2104846640,4,2002,False,False,False,False,False,False,False,False,False,False,False,False,8757,79,0,False,False,False,False,False,0.0,0.0,-1,An application-specific protocol architecture for wireless microsensor networks,http://dblp.uni-trier.de/db/journals/twc/twc1.html#HeinzelmanCB02
energy efficiency,2964299589,5,2016,False,False,False,False,False,False,False,False,False,False,False,False,4473,104,0,True,False,False,False,False,0.0,0.0,0,"Deep Compression: Compressing Deep Neural Networks with Pruning, Trained Quantization and Huffman Coding",http://dblp.uni-trier.de/db/conf/iclr/iclr2016.html#HanMD15
information theory,3140968660,1,2003,True,False,False,False,False,True,False,False,False,False,False,False,7199,54,1,False,False,False,False,False,0.0,0.0,0,"Information theory, inference, and learning algorithms",http://publications.eng.cam.ac.uk/456582/
information theory,2106864314,2,2010,False,False,False,False,False,False,False,False,False,False,False,False,2132,52,0,False,False,False,False,False,0.0,0.0,0,Channel Coding Rate in the Finite Blocklength Regime,http://dblp.uni-trier.de/db/journals/tit/tit56.html#PolyanskiyPV10
information theory,2017761965,3,2010,False,False,True,False,False,False,False,False,False,False,False,False,362,72,0,True,False,False,False,False,0.0,0.0,0,CoSaMP: iterative signal recovery from incomplete and inaccurate samples,http://users.cms.caltech.edu/~jtropp/papers/NT08-CoSaMP-Iterative-preprint.pdf
information theory,2912369344,4,1998,True,False,False,False,False,True,False,False,False,False,False,False,4954,19,0,False,False,False,False,False,0.0,0.0,-1,Multiuser Detection,https://openlibrary.org/books/OL356603M/Multiuser_detection
information theory,1536930200,5,2008,True,False,False,False,False,True,False,False,False,False,False,False,1946,20,0,False,False,False,False,False,0.0,0.0,-1,Modern Coding Theory,https://ci.nii.ac.jp/ncid/BB03854273
mutual information,3146306708,1,2002,True,False,False,False,False,False,False,False,False,False,False,False,3794,96,0,False,False,False,False,False,0.0,0.0,0,Thumbs Up or Thumbs Down? Semantic Orientation Applied to Unsupervised Classification of Reviews,https://research.microsoft.com/apps/pubs/default.aspx?id=65541
mutual information,3024181962,2,2016,True,False,False,False,False,False,False,False,False,False,False,False,21,100,1,True,False,False,False,False,0.5,0.0,1,InfoGAN: interpretable representation learning by information maximizing Generative Adversarial Nets,https://lib.ugent.be/nl/catalog/pug01:8136173
mutual information,2434741482,3,2016,False,False,True,False,False,False,False,False,False,False,False,False,799,100,0,True,False,False,False,False,0.0,0.0,1,InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets,https://arxiv.org/pdf/1606.03657
mutual information,2154053567,4,2005,False,False,False,False,False,False,False,False,False,False,True,True,6786,107,2,False,False,False,False,False,0.375,0.0,1,"Feature selection based on mutual information criteria of max-dependency, max-relevance, and min-redundancy",http://ieeexplore.ieee.org/document/1453511/?part=1
constraint satisfaction problem,1966078827,1,2008,False,False,False,False,True,False,False,False,False,False,False,False,11719,92,0,True,False,False,False,False,0.0,0.0,1,"GROMACS 4: Algorithms for highly efficient, load-balanced, and scalable molecular simulation",https://core.ac.uk/display/45742202
constraint satisfaction problem,2132897303,2,2006,False,False,True,False,False,False,False,False,False,False,False,False,740,45,0,True,False,False,False,False,0.0,0.0,1,EXE: automatically generating inputs of death,http://www.cs.columbia.edu/~junfeng/10fa-e6998/papers/exe.pdf
constraint satisfaction problem,2128572087,3,1997,True,False,False,False,False,False,False,False,False,False,False,False,10056,60,1,True,False,False,False,False,0.4444444444444444,0.0,-1,LINCS : A linear constraint solver for molecular simulations,https://dblp.uni-trier.de/db/journals/jcc/jcc18.html#HessBBF97
constraint satisfaction problem,2337098149,4,2003,True,False,False,False,False,True,False,False,False,False,False,False,1605,21,0,False,False,False,False,False,0.0,0.0,-1,Constraint Processing,https://www.amazon.com/Constraint-Processing-Kaufmann-Artificial-Intelligence/dp/1558608907
ubiquitous computing,2105103777,1,2010,False,False,False,False,True,False,False,False,False,False,False,False,10358,32,0,True,False,True,False,False,0.0,0.8333333333333334,1,The Internet of Things: A survey,https://core.ac.uk/display/54566679
ubiquitous computing,2953060200,2,2012,False,False,True,False,False,False,False,False,False,False,False,False,25,81,0,True,False,False,False,False,0.0,0.0,0,"Internet of Things (IoT): A Vision, Architectural Elements, and Future Directions",https://arxiv.org/pdf/1207.0203.pdf
ubiquitous computing,2135099885,3,2009,False,False,False,False,False,False,False,False,False,False,False,False,2822,51,0,False,False,False,False,False,0.0,0.0,0,The Case for VM-Based Cloudlets in Mobile Computing,http://dx.doi.org/10.1109/MPRV.2009.82
ubiquitous computing,1990911977,4,2003,False,False,False,False,False,False,False,False,False,False,False,False,5428,33,1,False,False,False,False,False,0.8,0.0,-1,The vision of autonomic computing,http://dblp.uni-trier.de/db/journals/computer/computer36.html#KephartC03
global optimization,1595159159,1,1997,False,False,True,False,False,False,False,False,False,False,False,False,18611,104,0,False,False,False,False,False,0.0,0.0,-1,Differential Evolution  A Simple and Efficient Heuristic for Global Optimization over Continuous Spaces,http://users.jyu.fi/~jhaka/ties592/DE_StornPrice.pdf
global optimization,1879678483,2,2014,True,False,False,False,False,True,False,False,False,False,False,False,4253,67,0,True,False,False,False,False,0.0,0.0,1,Differential Evolution: A Practical Approach to Global Optimization,https://cds.cern.ch/record/1607489
global optimization,1993885071,3,2001,True,False,False,False,False,False,False,False,False,False,False,False,4105,54,0,True,False,False,False,False,0.0,0.0,-1,A New Heuristic Optimization Algorithm: Harmony Search,https://dblp.uni-trier.de/db/journals/simulation/simulation76.html#GeemKL01
global optimization,2052644075,4,2002,False,False,False,False,False,False,False,False,False,False,False,False,7834,107,0,False,False,False,False,False,0.0,0.0,-1,IMPROVED OPTIMIZATION FOR THE ROBUST AND ACCURATE LINEAR REGISTRATION AND MOTION CORRECTION OF BRAIN IMAGES,https://dblp.uni-trier.de/db/journals/neuroimage/neuroimage17.html#JenkinsonBBS02
global optimization,1510052597,5,1998,False,False,True,False,False,False,False,False,False,False,False,False,4792,62,0,False,False,False,False,False,0.0,0.0,-1,Efficient Global Optimization of Expensive Black-Box Functions,http://www.ressources-actuarielles.net/EXT/ISFA/1226.nsf/0/f84f7ac703bf5862c12576d8002f5259/$FILE/Jones98.pdf
random oracle,2152924492,1,2001,False,False,False,False,False,False,False,False,False,False,False,False,5258,47,0,False,False,False,False,False,0.0,0.0,-1,Identity-Based Encryption from the Weil Pairing,http://dx.doi.org/10.1007/3-540-44647-8_13
random oracle,1498316612,2,2005,False,False,False,False,False,False,False,False,False,False,False,False,3123,31,0,False,False,False,False,False,0.0,0.0,1,Fuzzy identity-based encryption,http://dx.doi.org/10.1007/11426639_27
random oracle,1520914943,3,2002,False,False,False,False,False,False,False,False,False,False,False,False,3843,16,0,False,False,False,False,False,0.0,0.0,-1,The Sybil Attack,http://ci.nii.ac.jp/naid/80015731566
random oracle,1610688607,4,2001,False,False,True,False,False,False,False,False,False,False,False,False,2264,38,0,False,False,False,False,False,0.0,0.0,-1,Short Signatures from the Weil Pairing,https://link.springer.com/content/pdf/10.1007%2F3-540-45682-1_30.pdf
social network,2953060200,1,2012,False,False,True,False,False,False,False,False,False,False,False,False,25,81,0,True,False,False,False,False,0.0,0.0,1,"Internet of Things (IoT): A Vision, Architectural Elements, and Future Directions",https://arxiv.org/pdf/1207.0203.pdf
social network,2134172592,2,2010,False,False,False,False,False,False,False,False,False,False,False,False,343,58,1,True,False,False,False,False,0.1428571428571428,0.0,0,"Social network sites: definition, history, and scholarship",http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5559139
social network,1985749074,3,2007,False,False,False,False,False,False,False,False,False,False,False,False,10844,58,0,True,False,False,False,False,0.0,0.0,1,"Social Network Sites: Definition, History, and Scholarship",http://onlinelibrary.wiley.com/doi/full/10.1111/j.1083-6101.2007.00393.x
social network,2101196063,4,2010,False,False,False,False,False,False,False,False,False,False,True,True,5351,50,2,False,False,False,False,False,0.45,0.0,1,"What is Twitter, a social network or a news media?",http://doi.org/10.1145/1772690.1772751
user experience,2799524357,1,2018,False,False,True,False,False,False,False,False,False,False,False,False,10614,76,0,True,False,False,False,False,0.0,0.0,1,MEGA X: Molecular Evolutionary Genetics Analysis across Computing Platforms.,https://par.nsf.gov/servlets/purl/10064378
user experience,2950745363,2,2016,False,False,True,False,False,False,False,False,False,False,False,False,87,73,0,False,False,False,False,False,0.0,0.0,1,Communication-Efficient Learning of Deep Networks from Decentralized Data,http://export.arxiv.org/pdf/1602.05629
user experience,2117131162,3,2013,False,False,False,False,False,False,False,False,False,False,False,False,5068,95,0,True,False,False,False,False,0.0,0.0,1,Integrative Genomics Viewer (IGV): high-performance genomics data visualization and exploration,http://bib.oxfordjournals.org/content/14/2/178.full.pdf
user experience,2151401338,4,2008,False,False,True,False,False,False,False,False,False,False,False,False,1605,47,1,False,False,False,False,False,0.1666666666666666,0.0,0,Crowdsourcing user studies with Mechanical Turk,http://web.engr.oregonstate.edu/~burnett/CS589empirical/CS589-statisticalStudies/mechTurks-CHI08-kittur.pdf
block cipher,2787557363,1,2007,False,False,False,False,True,False,False,False,False,False,False,False,3,42,0,True,False,False,False,False,0.0,0.0,1,PRESENT: An Ultra-Lightweight Block Cipher,https://lirias.kuleuven.be/handle/123456789/260386
block cipher,1585665690,2,1993,True,False,False,False,False,True,False,False,False,False,False,False,3176,65,0,True,False,False,False,False,0.0,0.0,-1,"Applied Cryptography: Protocols, Algorithms, and Source Code in C",http://cds.cern.ch/record/390163
block cipher,1556212265,3,2002,False,False,False,False,False,True,False,False,False,False,False,False,2480,62,0,True,False,False,False,False,0.0,0.0,-1,The Design of Rijndael: AES - The Advanced Encryption Standard,http://dx.doi.org/10.1007/978-3-662-04722-4
block cipher,2147929033,4,2000,False,False,False,False,False,False,False,False,False,False,False,False,2467,51,0,False,False,False,False,False,0.0,0.0,-1,Practical techniques for searches on encrypted data,http://dx.doi.org/10.1109/SECPRI.2000.848445
block cipher,1572300106,5,2002,True,False,False,False,False,True,False,False,False,False,False,False,1686,22,0,False,False,False,False,False,0.0,0.0,-1,The Design of Rijndael,https://link.springer.com/10.1007/978-3-662-04722-4
gaussian mixture model,2160815625,2,2012,False,False,False,False,False,False,False,False,False,False,False,False,6609,106,0,True,False,False,False,False,0.0,0.0,0,Deep Neural Networks for Acoustic Modeling in Speech Recognition: The Shared Views of Four Research Groups,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?reload=true&arnumber=6296526
gaussian mixture model,2147768505,3,2012,False,False,False,False,False,False,False,False,False,False,False,False,2492,90,0,False,False,False,False,False,0.0,0.0,0,Context-Dependent Pre-Trained Deep Neural Networks for Large-Vocabulary Speech Recognition,http://dx.doi.org/10.1109/TASL.2011.2134090
gaussian mixture model,1993882792,4,2012,False,False,False,False,False,False,False,False,False,False,False,False,1400,44,0,False,False,False,False,False,0.0,0.0,1,Acoustic Modeling Using Deep Belief Networks,http://dx.doi.org/10.1109/TASL.2011.2109382
artificial neural network,2949650786,1,2015,False,False,True,False,False,False,False,False,False,False,False,False,3524,44,0,False,False,False,False,False,0.0,0.0,1,Deep Residual Learning for Image Recognition,https://arxiv.org/pdf/1512.03385.pdf
artificial neural network,2618530766,2,2017,False,False,False,False,False,False,False,False,False,False,False,False,8997,63,2,False,False,False,False,False,0.7142857142857143,0.0,1,ImageNet classification with deep convolutional neural networks,https://dl.acm.org/citation.cfm?id=3098997.3065386
artificial neural network,2163605009,3,2012,False,False,False,False,False,False,False,False,False,False,False,False,47067,63,0,False,False,False,False,False,0.0,0.0,0,ImageNet Classification with Deep Convolutional Neural Networks,http://papers.nips.cc/paper/4824-imagenet-classification-with-deep-convolutional-neural-networks?source=your_stories_page---------------------------
artificial neural network,2963403868,4,2017,False,False,False,False,False,False,False,False,False,False,False,False,20062,25,0,False,False,False,False,False,0.0,0.0,1,Attention is All you Need,http://dblp.uni-trier.de/db/journals/corr/corr1706.html#VaswaniSPUJGKP17
fpga,2279098554,1,2016,False,False,True,False,False,False,False,False,False,False,False,False,3807,82,0,True,False,False,False,False,0.0,0.0,1,SqueezeNet: AlexNet-level accuracy with 50x fewer parameters and <0.5MB model size,http://export.arxiv.org/pdf/1602.07360
fpga,2094756095,2,2015,False,False,False,False,False,False,False,False,False,False,False,False,1331,79,0,False,False,False,False,False,0.0,0.0,0,Optimizing FPGA-based Accelerator Design for Deep Convolutional Neural Networks,http://dblp.uni-trier.de/db/conf/fpga/fpga2015.html#ZhangLSGXC15
fpga,2276486856,3,2016,True,False,False,False,False,False,False,False,False,False,False,False,826,73,0,False,False,False,False,False,0.0,0.0,0,Going Deeper with Embedded FPGA Platform for Convolutional Neural Network,https://dblp.uni-trier.de/db/conf/fpga/fpga2016.html#QiuWYGLZYTXSWY16
fpga,2542250562,4,2016,False,False,False,False,False,False,False,False,False,False,False,False,20,72,0,False,False,False,False,False,0.0,0.0,0,A reconfigurable fabric for accelerating large-scale datacenter services,http://dblp.uni-trier.de/db/journals/cacm/cacm59.html#PutnamCCCCDEFGG16
fpga,2469490737,5,2016,False,False,True,False,False,False,False,False,False,False,False,False,1225,91,0,True,False,False,False,False,0.0,0.0,0,DoReFa-Net: Training Low Bitwidth Convolutional Neural Networks with Low Bitwidth Gradients,https://arxiv.org/pdf/1606.06160.pdf
game theory,2068060907,1,2010,False,False,False,False,False,False,False,False,False,False,False,False,2230,113,0,False,False,False,False,False,0.0,0.0,1,Autonomous Demand-Side Management Based on Game-Theoretic Energy Consumption Scheduling for the Future Smart Grid,http://dx.doi.org/10.1109/TSG.2010.2089069
game theory,2097571405,2,1996,False,False,True,False,False,True,False,False,False,False,False,False,9444,37,0,False,False,False,False,False,0.0,0.0,-1,An Introduction to Genetic Algorithms,http://ramezanigroup.persiangig.com/EA/An_Introduction_To_Genetic_Algorithms.pdf
game theory,3096831136,3,2020,False,False,True,False,False,False,False,False,False,False,False,False,298,31,0,False,False,False,False,False,0.0,0.0,1,Generative adversarial networks,https://arxiv.org/pdf/1406.2661
game theory,1533368239,4,2010,False,False,False,False,False,True,False,False,False,False,False,False,3262,28,0,False,False,False,False,False,0.0,0.0,-1,Social and Economic Networks,https://dx.doi.org/10.2307/j.ctvcm4gh1
game theory,2126316555,5,2012,False,False,False,False,False,False,False,False,False,False,False,False,1705,43,0,False,False,False,False,False,0.0,0.0,0,A Survey of Monte Carlo Tree Search Methods,http://dblp.uni-trier.de/db/journals/tciaig/tciaig4.html#BrownePWLCRTPSC12
evolutionary algorithm,2126105956,1,2002,False,False,False,False,False,False,False,False,False,False,False,False,27432,60,1,True,False,False,False,False,0.0,0.0,-1,A fast and elitist multiobjective genetic algorithm: NSGA-II,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=996017&isnumber=21497
evolutionary algorithm,1595498733,2,2001,False,False,True,False,False,True,False,False,False,False,False,False,11724,58,0,False,False,False,False,False,0.0,0.0,-1,Multi-Objective Optimization Using Evolutionary Algorithms,http://www.gbv.de/dms/ilmenau/toc/328157252.PDF
evolutionary algorithm,2143381319,3,2007,False,False,False,False,False,False,False,False,False,False,False,False,4592,70,0,True,False,False,False,False,0.0,0.0,0,MOEA/D: A Multiobjective Evolutionary Algorithm Based on Decomposition,http://dx.doi.org/10.1109/TEVC.2007.892759
evolutionary algorithm,2156194072,4,2011,False,False,False,False,False,False,False,False,False,False,False,False,3263,56,0,True,False,False,False,False,0.0,0.0,0,Differential Evolution: A Survey of the State-of-the-Art,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5601760
evolutionary algorithm,2022485595,5,2014,False,False,True,False,False,False,False,False,False,False,False,False,2312,158,0,True,False,False,False,False,0.0,0.0,0,"An Evolutionary Many-Objective Optimization Algorithm Using Reference-Point-Based Nondominated Sorting Approach, Part I: Solving Problems With Box Constraints",https://www.egr.msu.edu/~kdeb/papers/k2012009.pdf
digital library,1508960934,2,2002,True,False,False,False,False,True,False,False,False,False,False,False,2888,34,0,True,False,False,False,False,0.0,0.0,-1,Computer Vision: A Modern Approach,https://ci.nii.ac.jp/ncid/BA66588450
digital library,2145239266,3,2006,False,False,True,False,False,False,False,False,False,False,False,False,1366,46,0,False,False,False,False,False,0.0,0.0,0,The impact of E-learning in medical education.,http://www.pediatrics.emory.edu/resources/teaching/home/tech/The%20Impact%20of%20E-Learning%20in%20Medical%20Education%20-%20Acad%20Med%20-%20.pdf
digital library,2022322548,4,2008,True,False,False,False,False,False,False,False,False,False,False,False,1475,61,0,True,False,False,False,False,0.0,0.0,-1,ArnetMiner: extraction and mining of academic social networks,https://dblp.uni-trier.de/db/conf/kdd/kdd2008.html#TangZYLZS08
